body,title
"
Rosie Huntington-Whiteley realizó una sesión de fotos para promocionar el lanzamiento de la nueva colección de lencería, en colaboración con la marca Marks & Spencer. 

La belleza británica hizo alarde de su estilizada figura y belleza con un conjunto de ropa para dormir con estampado de pájaros, compuesto por una camisola de estilo slip con bordes de encaje y un mini short diseñado con la misma tela de seda. 



Foto: The Grosby Group

El atuendo, disponible en línea por $51.57 dólares ($969.27 pesos mexicanos), lo combinó con un par de pendientes plateados en forma de pluma, un pequeño collar a juego y un anillo circular. 

La top model, de 32 años, lució fresca con un maquillaje simple, pero glamoroso: sus labios obtuvieron un tono durazno mate. Mientras que sus ojos fueron remarcados con pestañas negras, sus pómulos fueron afilados con blush dorado. 

Dicha campaña publicitaria incluyó un conjunto de lencería rosa diseñado con malla y sujetador, otro más en color azul índigo con estampado de hojas rosadas. 

Para todas las fotos, la exángel de Victoria’s Secret hizo alarde de sus dotes de modelo y belleza destacada con maquillaje sencillo y una cabellera rubia desordenada. 

Visita 






Britney Spears luce bikini 'animal print' y tatuaje en Instagram


El 31 de enero abre la experiencia inmersiva The Zone, inspirada en la trayectoria artística de Britney Spears





La esposa del actor Jason Statham lanzó su propia firma de moda íntima con Marks & Spencer, bajo el nombre de Rosie Huntington-Whiteley for Autograph, en septiembre de 2012. 

Tras una exitosa carrera como modelo en las más grandes pasarelas del mundo, la joven disfruta de una relación a largo plazo con el actor de 52 años, con quien comparte un niño de dos años. 

En una entrevista hecha en junio de 2019 para Harper’s Bazaar, Rosie reveló la forma en que la maternidad impactó en su vida. 

“Desde que me convertí en madre, me he sentido mucho más segura de mí misma y mucho más segura de quién soy. Ha cambiado mi vida”. 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Rosie HW (@rosiehw) el 7 de Ene de 2020 a las 8:59 PST




 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 



Dads movie premiere. So proud of you j. 

Una publicación compartida por  Rosie HW (@rosiehw) el 7 de Ago de 2018 a las 3:51 PDT




 




 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Rosie HW (@rosiehw) el 25 de Feb de 2019 a las 12:27 PST




No te pierdas 






Hija de Madonna presume su figura en bikini en las Maldivas


La modelo viajó a las Maldivas para recibir el Año Nuevo con su familia 




MA

 

• ¿Ya conoces nuestro canal de YouTube? ¡Suscríbete!
",
"
La cantante y actriz Danna Paola no deja los reflectores pues subió nuevamente al auto de ""El Escorpión Dorado"" y no pudieron evitar tocar el tema que desde hace una semana causa polémica: el desencuentro que tuvo con Gibrán en La Academia. 
""Mi mala fama comienza unos años atrás cuando era una niña que aún no descubría su nivel de maldad que podía haber dentro de mi ser. El día que acorralé a Ludovico P.Luche y le dije que no se metiera conmigo porque yo era María Belén y venía a la Tierra a hacer el bien"", recordó la mexicana sobre su aparición en el programa que era presidido de Eugenio Derbez. 
""Prácticamente yo nunca he sido cule... con nadie, mas que en las novelas"", aseguró la intérprete de ""Oye Pablo"" para enfatizar que ella se defiende y sabe hacerlo. 
También lee: Nunca me expresé con odio hacia Danna Paola: Gibrán
Posteriormente Danna Paola contó que ella se ha ido a los golpes con otra persona, aunque de eso ya tiene bastante tiempo pues era cuando tenía 9 años. 
""Fíjense que peleonera era yo. Tenía 9 años y estaba grabando una telenovela y una de mis compañeritas me empezó a decir que yo era horrible, que era una burra. Estudiábamos dentro de las novelas porque obviamente íbamos a la escuela, pero íbamos solamente a presentar exámenes, nos mandaban un maestro"". 
También lee: No hubo multa por grosería de Danna Paola en ""La Academia""
La otra niña era tres años mayor que ella y a partir de su hostigamiento le empezó a preguntar cosas que ella desconocía, por lo que al no contestar le dijo burra, horrible y que no sabía por qué era la protagonista. ""Agarré y le dije, '¿Cómo me dijiste?' y que mocos, le meto una cachetadota"". 
La mexicana dijo que ese altercado no fue con Belinda, pero que sí mandaron a llamar a la productora y a la televisora para saber ""por qué andaba golpeando a mis compañeritas"". 


A raíz de la polémica que se desató alrededor tras defenderse de Gibrán, uno de los concursantes de La Academia que la llamó “cule...”, la cantante invitó a la gente a ser menos hipócrita y dejar de fingir cuando algo no les parezca bien. 
“El que esta noche en el programa haya hablado así y me haya defendido de esta manera para muchos fue muy simpático y hay cantidad de memes, pero para otros no tanto y va de más. Pero estas reacciones no son de ahora, así he sido siempre pero me he contenido y no sabía cómo expresarme, pero eso no quiere decir que no tengo humildad, que soy soberbia o que se me subió mi personaje a la cabeza, porque no es así”, señaló Danna Paola hace unos días.
nrv
",Danna Paola golpeó a actriz cuando tenía 9 años
"
Read in English
Tierra Caliente, Michoacán.- Con sólo 21 años de edad, María Guadalupe López Esquivel “La Catrina” murió el viernes en un enfrentamiento entre de fuerzas federales y estatales contra presuntos miembros del Cártel Jalisco Nueva Generación (CJNG) en los límites de los municipios de Tepalcatepec y Aguililla.
López Esquivel pertenecía a una célula que había sido identificada por las áreas de seguridad como responsable de emboscar a policías estatales el pasado 14 de octubre, en el municipio de Aguililla.
Ese día, nueve policías estatales resultaron lesionados y 13 más de sus compañeros muertos durante el ataque perpetrado en la tenencia de El Aguaje.
Las Secretaría de Seguridad Pública informó que a partir de ese momento iniciaron la búsqueda de los responsables del ataque a los elementos policiales.
Desde entonces, las fuerzas estatales y federales localizaron en diferentes momentos varios vehículos y armamento relacionados presuntamente  a este hecho criminal.
También lee: Cae célula del CJNG; abaten a ""La Catrina"", jefa del grupo
De acuerdo con la información encontrada en documentos hallados en vehículos decomisados tras el ataque en Aguililla, se determinó que la joven conocida como ""La Catrina"" era la responsable de pagar a “las patrullas de halcones"", los informantes al servicio del grupo criminal, quienes recibían hasta 4 mil pesos a la semana.
 

¿Quién es La Catrina?

María Guadalupe López Esquivel “La Catrina” nació en el municipio de Buenavista un 30 de marzo, según  consta en un acta de nacimiento recuperada por las autoridades.
Aunque nació en Buenavista, María Guadalupe fue llevada a vivir a Tepalcatepec, donde cursó la primaria, cuentan pobladores de ese municipio de la Tierra Caliente.
Una de las constancias de estudios señala que era buena estudiante de la escuela “Benito Juárez”, pues acreditó la primaria con un promedio de 8.9.
Sin embargo, la hija de un empresario ganadero y un ama de casa, era conocida en Tepalcatepec más por siempre estar en la fiesta, que en su escuela o casa.
“A esa chamaca le llamó más la atención andar en la calle y pasear en su moto que seguir sus estudios, hasta que empezó a juntarse con los ‘lacras’ y se perdió en las drogas”, narran.
Contaron que a la mujer, de tez blanca, ""buen cuerpo"" y belleza, no le importó en 2017 dejar el departamento de la colonia Los Cerritos donde rentaba en Tepalcatepec, para hacer vida con un delincuente del CJNG.

 “Conoció a un ca... criminal y se la llevó a vivir a Aguililla, donde empezó a trabajar con el M2, para el Cartel Jalisco Nueva Generación”, platica un habitante de “Tepeque”.
Debido a su relación con el grupo criminal y la actividad delincuencial a la que se dedica, a ""La Catrina"" le fue impedido entrar a Tepalcatepec, donde los pobladores han sido asediados por ese grupo criminal.
Describieron que la mujer, desde hace poco más de un año, no sólo se hacía cargo de la nómina criminal, sino también ya dedicaba al sicariato, extorsiones y secuestros.
""La Catrina"", expusieron, se distinguía a distancia por su llamativa metralleta Uzi, calibre 22, tuneada con un fondo negro, nubes en gris y salpicados en rojo.
Esa arma fue una de las aseguradas en una de las camionetas blindadas que abandonó el grupo criminal entre la maleza de la zona serrana de Tierra Caliente el pasado mes de noviembre.
Para los pobladores, la voz de María Guadalupe es inconfundible, ya que en su corto historial delictivo, había sido una de las responsables de consumar las órdenes de Miguel Fernández ""M2"".
Su voz y forma de hablar era ya una constante en las conversaciones por radio del cártel que lidera Nemesio Oseguera Cervantes “El Mencho”, originario de Aguililla.
EL UNIVERSAL dio a conocer un día después de la emboscada que quien recibió ese 14 de octubre la orden de consumar la agresión contra los policías y colocar las cartulinas para adjudicarse el atentado, era una mujer.
Además del lugarteniente, resalta la voz de quien fuera identificada por las autoridades municipales de esa zona como “La Catrina”.
En la grabación se escucha dar la orden de ataque a quien fue identificado como Miguel Fernández “El M2”, lugarteniente del CJNG en ese municipio.
“(inaudible) Por ahí hay que ponerle cartulinas (inaudible) para que no vayan a subir a esos p... que sepa la gente, que sepa el  gobierno por qué fue el pu…  (inaudible).
""Pónganselos ahí a 2, 3 patrullas y tómenle fotos”, instruyó el ""M2"".
La indicación de Miguel Fernández fue directa a “La Catrina”, quien contesta con un “claro”.
Minutos después, varias camionetas dieron alcance al convoy policial, lo persiguieron por algunas cuadras y atacaron a los elementos de la Policía, con un saldo de agentes muertos, sin precedentes en la historia de Michoacán.
En las camionetas en las que se trasladaban los cuerpos también estaban los narcomensajes.
La letra de las cartulinas es la misma que aparece en las libretas y documentos encontrados en uno de los vehículos, en los que ""La Catrina"" llevaba el control de la nómina delincuencial.
A tres meses de la emboscada, María Guadalupe López Esquivel fue alcanzada por la muerte, imagen que llevaba tatuada en su pierna derecha.
","Así vivía “La Catrina”, jefa del Cártel Jalisco Nueva Generación "
"
CDMX.- A partir de junio comenzará a operar en la Ciudad de México la Universidad de la Salud, institución que buscará formar a mil médicos y enfermeras comunitarios para que regresen a sus comunidades.
La convocatoria oficial se emitió hoy en la Gaceta Oficial de la Ciudad de México y permanecerá abierta hasta el 24 de enero.
En esta primera etapa habrá cupo para 500 aspirantes que busquen ser médicos y 500 para la carrera de Enfermería.
Las instalaciones de la Universidad de la Salud se encuentran ubicadas en un antiguo edificio de la Secretaría de la Defensa Nacional (SEDENA) en la Cuarta Sección del Bosque de Chapultepec y las clases arrancan en junio próximo.
""Se buscará ayudar a la resolver la falta de profesionistas. Tenemos buenos médicos que rápidamente migran a las ciudades, el elemento central es regresar a las comunidades y formar egresados con compromiso de mejorar la salud con enfoque comunitario"", dijo la jefa de Gobierno, Claudia Sheinbaum Pardo.
El modelo educativo fue diseñado en conjunto entre las secretarías de Educación Pública y Salud, así como con la UNAM, UAM, IPN y las escuelas de medicina naval y militar.
A través de esta Universidad, se pretende resolver el déficit de médicos en comunidades alejadas del país. La carrera de Medicina General tendrá una duración de 6 años: cuatro académicos, uno de residencia y uno más en servicio social.
 
",Anuncian Universidad de la Salud en la CDMX
"
La columnista Mary Anastasia O’Grady afirma en el Wall Street Journal (WSJ) que el presidente de Estados Unidos, Donald Trump, le hizo un favor a Latinoamérica al abatir al comandante de la Guardia Revolucionaria de Irán, Qassem Soleimani.

“La muerte del general de división iraní Qassem Soleimani es un golpe a los esfuerzos de la teocracia por afirmar su poder en todo el Medio Oriente. Al eliminar a Soleimani, Trump también le hizo un gran favor a América Latina”, aseguró la columista.

Según O’Grady, “una fuente de inteligencia fiable me dice que Irán se ha ido acercando a México desde que el Presidente Andrés Manuel López Obrador asumió el cargo hace 13 meses.
Lee también Pentágono admite no tener pruebas sobre ataques de Soleimani a embajadas

“Eso encaja con el patrón Soleimani y es algo de lo que hay que preocuparse. El fin de la mente maestra del terrorismo es un mensaje para aquellos en la región que albergan sus redes”, abunda la columnista.

En su texto, O’Grady desmenuza a por qué Trump le hizo un favor a los países de AL. Inicia con “dictadura militar “ de Cuba, que lamentó la muerte de Soleimani.

“La muerte del general también fue lamentada por el grupo terrorista narcotraficante Fuerzas Armadas Revolucionarias de Colombia (FARC), miembros de la dictadura venezolana y redes de apoderados iraníes en Brasil, Perú, Argentina, El Salvador y México”, dice.

Continúa con Argentina y el atentado en la AMIA. “El ataque a la Embajada de Israel en Buenos Aires en 1992 mató a 29 personas; el atentado contra la AMIA, también en Buenos Aires, en 1994, cobró 85 vidas. Finalmente los investigadores atribuyeron ambos ataques a Hezbollah, actuando como un operativo iraní”.
Lee también EU buscaba asesinar a otro general iranía cuando mató a Soleimani

Y recuerda que la Guardia Revolucionaria Islámica, liderada por Soleimani, “en otras palabras, exporta terrorismo”.

Sobre Venezuela, recuerda que  “Hugo Chávez, como protegido de Fidel Castro, abrazó la revolución iraní y sus actividades terroristas”.

La columnista no dejó a un lado a los que permanecieron callados por el operativo de Trump contra Soleimani.

“Los nombres de aquellos que han enviado condolencias por la muerte de Soleimani no son tan interesantes como los nombres de aquellos que no lo han hecho. El dictador nicaragüense Daniel Ortega, un aliado cercano de Teherán, se ha mantenido notablemente callado sobre el asunto, al igual que el Sr. El-Aissami”, dice.

 
",Irán se ha ido acercando a México desde que AMLO es Presidente: columna del WSJ
"
Con las capacidades tecnológicas que ahora brinda el C5i2 se han podido evitar muchos más incidentes delictivos de lo que pudiera parecer, pero todos los días se detectan a presuntos delincuentes, incluso portando armas, que son detenidos y neutralizados antes de que puedan cometer algún atraco, así lo refirió el director de Tecnologías en Seguridad Pública de la SSPE, Ricardo Galindo Ceballos.

“Hemos tenido bastantes casos con el sistema de videovigilancia, créanme que más de lo que esperábamos, todos lleva un proceso de aprendizaje y que la gente sepa y que la policía se acostumbre a que les vamos a estar llamando cuando detectamos un hecho o actividad sospechosa de alguna persona”, explicó.

Recalcó que más allá de que se puede grabar en video cuando se comete algún hecho delictivo, lo que ayuda a las autoridades de procuración de justicia a identificar a los responsables, es de mayor valía aún el tema de la prevención, “y es quizá lo que más se ha podido lograr ya que diariamente se detectan a personas armadas que pudieran haber intentado algún atraco”.

Recordó como recientemente a través de las cámaras de videovigilancia en tiempo real se detectó a una persona que llevaba un arma punzocortante y que comenzó a seguir a una persona, por lo que se emitió la alerta y la policía arribó antes de que pudiera atacar a la probable víctima, se le detuvo y se le decomisó el cuchillo que portaba.

 

apl
",Capacidades preventivas del C5i2 han podido evitar eventos delictivos: RGC
"
Sabe la directiva de las Chivas que, en caso de que Víctor Guzmán tuviera un expediente de dopaje, no nada más significaría que tendría que aceptar que se equivocó rotundamente en su contratación, sino que le puede costar una suspensión definitiva y no volver a jugar al mediocampista, por el que recientemente pagó 12 millones de dólares.
Por eso esconde información, como si nada pasara, aunque el sábado —en su estadio— durante el debut en la Liga, fue el tema de conversación de todos en la zona de prensa. ¿Por qué no fijar una postura desde el momento en el que tenía la información? Se trata de una directiva que parece querer defender un caso de trampa, en vez de atacarlo directamente, sin tapujos y entendiendo que esto es un real problema que se vive cotidianamente en todo el mundo del deporte.
Insisto, son meras especulaciones, por la falta de información y de valor de un equipo, por lo que muchos podrán tener versiones distintas, pero la mayoría de éstas terminan encontrándose en lo mismo.
Lo que resulta inverosímil es que la tan laureada dirección deportiva no haya tenido en cuenta este detalle, demostrando que ni tan a fondo conoce a quienes contratan, ni hacen una valoración de lo que es llevar a una institución a un futbolista.
Hace muchos años, en el Real Madrid, el expresidente Ramón Mendoza decía que antes de fichar a un futbolista, por más bueno que fuera, por más estelar y que sea de gran ayuda para los intereses deportivos, se tiene que estudiar su entorno personal, familiar y hasta de amistades. Puede ser muy bueno en el campo, pero muy indisciplinado fuera, con amigos tóxicos y ambientes poco saludables. Parece que eso no ha importado en Chivas durante los últimos tiempos, porque sólo se han rodeado de escándalos extradeportivos.
¿Qué esconde Chivas? Si es un problema personal del futbolista, ¿será tan grave para no convocarlo al primer partido de la Liga, siendo el fichaje estelar en el invierno para el club?
Asimismo, habrá que cuestionar a la directiva de los Tuzos del Pachuca sobre si esto no era constante, porque el jugador estuvo muchos años en ese equipo y jamás se habló de alguna situación así. Guzmán perteneció a ese conjunto desde 2015 y hasta fue una figura de la Liga. Incluso, se especuló sobre la posibilidad de que fuera negociado a alguna institución del futbol europeo. ¿En serio, jamás había pasado algo similar, en caso de que sí sea la razón por la que no está con un equipo que se moría de ganas por tenerlo?
Para variar, en el futbol mexicano, el caso de este jugador vuelve a desnudar la falta de claridad que hay en muchas situaciones. Ha sido muy extraño lo sucedido, pero aún más inexplicable que nadie de la directiva del Guadalajara se haya animado a dar la cara.
Lo único que provocan con su actitud es que las dudas crezcan y las especulaciones se den al por mayor, porque es innegable que algo esconden en esto. 
",¿Qué esconde Chivas en el caso Guzmán?
"Oliver Ocampo Martínez no olvida que hace exactamente seis años, él y 14 personas más fueron expulsados a punta de pistola de Pueblo Viejo, agencia municipal de San Francisco del Mar, por no pertenecer al Partido Revolucionario Institucional (PRI) y votar, en esa ocasión, por el Partido de Unidad Popular (PUP).
Desde entonces es  errante  y no recibe ni  justicia  ni reparación, a pesar de haber interpuesto su denuncia ante la Fiscalía General del Estado de Oaxaca (FGEO)  y la Defensoría de  los Derechos Humanos del Pueblo de Oaxaca (DDHPO).
 Oliver recuerda que todo comenzó el 14 de noviembre de 2013, cuando  el agente municipal de esta comunidad ikoots (huave), Homero Salinas, un cacique priista,  no aceptó que un grupo de ciudadanos simpatizaran  con el naciente Partido de Unidad Popular, por lo que incurrió en hostigamiento, violencia, decomiso de bienes y suspensión de servicios.
 Finalmente, en asamblea los acusó de no realizar el tequio comunitario por pertenecer a una religión protestante. Como resultado, por unanimidad se  expulsó a los 15 habitantes.
Desde entonces, los desplazados vivieron en la cabecera municipal, Pueblo Nuevo, por un tiempo bajo la protección del presidente municipal del PUP, Leonel Gómez. Allí  comenzaron de nuevo, de cero, porque en Pueblo Viejo dejaron animales y propiedades.
En Oaxaca no hay cifras de las personas indígenas internamente desplazadas

Seis años después, Olivier Ocampo Martínez no ha visto ni un indicio de justicia para  su familia y sus vecinos, por lo que  interpuso una queja ante la Comisión Nacional de los Derechos Humanos (CNDH) en contra de las autoridades de  Pueblo Viejo, por el delito de desplazamiento forzado interno por violencia política.
En el oficio dirigido a la presidenta de la CNDH, María del Rosario Piedra Ibarra, solicitó  que la primera visitaduría general ejerza la facultad de atracción, ya que esta queja se interpuso originalmente ante la defensoría de Oaxaca.
La víctima afirma  que presentó su queja el 19 de julio de 2019 ante la DDHPO y “hasta el momento no se  ha  informado o  notificado el número de expediente que le asignó a la queja y el estatus que guarda de que  se  ha dado seguimiento a mi asunto”.

¿Cuántos desaplazados?  
Apenas esta semana, el Congreso de Oaxaca aprobó  reformar el artículo 16 de la Constitución Política de Oaxaca, para garantizar “la inclusión de la protección de los derechos humanos de personas desplazadas”.
 De acuerdo con los diputados, la modificación estipula que el Estado tiene la obligación de tutelar los servicios elementales para el desarrollo humano de las personas indígenas que, por algún motivo, se encuentran desplazados.
“La ley preverá medidas urgentes de salud, alimentación, justicia, educación, vivienda, asistencia social y todos aquellos satisfactores que garanticen la protección a sus derechos humanos, especialmente en el caso de ser desplazados”, apunta la reforma.

         —También te interesará:


Artículo


Estado amparará protección y derechos humanos de desplazados: Congreso de Oaxaca


Política


A partir de esta reforma de ley el estado preverá medidas urgentes y satisfactores que garanticen la protección a sus derechos humanos 








Según  el dictamen, desde hace años en Oaxaca el desplazamiento de población indígena ha tenido lugar por diversas causas; sin embargo, no se encuentra incorporado en el orden jurídico local  y “no hay   cifras sobre las personas internamente desplazadas”.

Reconstruir su vida.
La queja de Olivier Ocampo Martínez  presente ante organismos de derechos humanos está dirigida en contra del exagente municipal, debido a que  “el 14 de noviembre de 2013 me expulsó de la comunidad a mí y a mis padres, Margot Martínez Gómez y Carlos Norberto Ocampo Andrés, y a mis hermanos Rosario, Obdulia y Marilú”.
Junto con la familia Ocampo Martínez fueron desplazados Marbina Ordoñez, Abelina Martínez, Joselito Gallegos, Facundo Francisco, Gregoria Orozco, José Luis Martínez, Nicolás Andrés, Javier Martínez y Edgar Andrés, todos ellos por motivos políticos.
 “Somos personas que fuimos desplazadas de nuestra comunidad y que las autoridades competentes se han negado a intervenir para que se haga justicia, además de no tener diálogo [con la autoridad] para encontrar una solución a este conflicto”, expone.
       —También te interesará:


Artículo


Seis años y Oaxaca no crea su Comisión de Víctimas


Estatal


Es responsabilidad del Ejecutivo estatal instalarla, pues se trata de orden federal 






Consultada por EL UNIVERSAL, la defensoría asegura que mantiene abierto el expediente con folio DDHPO/1427/(10)/OAX/2019 por “presuntas violaciones a los derechos humanos cometidas por autoridades  de Pueblo Viejo”.
El órgano dice que  solicitó un informe a la autoridad municipal y su colaboración para que “de manera urgente” garantice a Oliver y los otros la libertad de tránsito y residencia en su comunidad  y les permita reincorporarse.
También solicitó a  la fiscalía y  a las secretarías General de Gobierno (Segego) y  de Pueblos Indígenas y Afromexicano (Sepia) su actuación “de  inmediata” para que a los afectados les sean restituidos sus derechos,  “en el contexto de los sistemas normativos indígenas”.
En respuesta, señala que  el presidente municipal de San Francisco del Mar, Juan Carlos Vargas, se pronunció por establecer una mesa de trabajo con las víctimas, para que  puedan analizar la problemática que enfrentan y encontrar “las soluciones más viables y justas”.
Pero lo que los desplazados piden es que se les den las facilidades para reactivar las actividades que abandonaron luego de ser expulsados, pero  ahora en el lugar donde  actualmente radican, “a fin de cubrir nuestras necesidades”.
También solicitan, conforme a  la Ley General de Víctimas, que las autoridades “cumplan con su obligación de velar por las víctimas, proporcionar ayuda, asistencia o la reparación integral”.
Pero a seis años, siguen en espera de respuesta.
","Por no ser priista, familia ikoots lleva seis años desplazada en espera de ayuda y justicia"
"

En un país con un problema de violencia creciente, casi a diario tengo que informar sobre un asesinato, pero este fue diferente. El autor tenía once años y cursaba sexto de primaria. Ocurrió en una escuela de Torreón, Coahuila. Un niño con dos pistolas hirió a seis personas, mató a una maestra y se quitó la vida. Testigos aseguran que antes de hacerlo pronunció la frase “hoy es el día”. Era un menor que, según dice la comunidad escolar, no tenía ningún comportamiento que encendiera las alertas. Difícil saber qué lo motivó a actuar así.

El niño llevaba ese día una playera con el nombre del videojuego Natural Selection. Para ganar en él, hay que exterminar al enemigo; alienígenas se enfrentan a Marines y se aniquilan entre bases militares y naves espaciales. Uno de los atacantes de la matanza de Columbine (1999) portaba también una camiseta de Natural Selection. La referencia es obligada pues aquella masacre no es solamente uno de los tiroteos masivos en Estados Unidos más terribles (dos estudiantes asesinaron a 13 personas y luego se suicidaron); es también uno de los episodios de su historia reciente que más comentarios, polémica y hasta fascinación han generado.

De acuerdo con la doctora en Psicología, Feggy Ostrosky, los videojuegos hostiles reducen la sensibilidad hacia la violencia. “Disparas, hay sangre, te dan puntos por matar y con ello va disminuyendo la empatía”. Luego de analizar varios casos de menores que llevan los ataques del mundo virtual al real, encuentra que hay “un porcentaje pequeño de niños con trastornos psiquiátricos; otro más conformado por aquellos que han crecido en un entorno antisocial o de violencia. Pero también un alto porcentaje de los atacantes son niños de clase media que aparentemente viven en familias bien integradas; son inteligentes y a pesar de ello no se sienten suficientemente aceptados. Además, se hallan muy sensibles a la crítica, con fantasías de venganza y personalidad suicida.”

No se trata de satanizar a la tecnología. Hay un entorno de violencia que va más allá de la pantalla. El director ejecutivo de la Red por los Derechos de la Infancia en México, Juan Martín Pérez García, es contundente: “La tecnofobia no ayuda. Sería equivalente a decir que todos los que ven narcoseries se van a volver criminales”. Se expresó así luego de que el gobernador de Coahuila, Miguel Ángel Riquelme, mencionara la posible influencia del videojuego en este caso.

Desde luego es un fenómeno complejo en el que intervienen muchos factores. Disparar en el mundo virtual, no necesariamente implica convertirse en asesino en el mundo real. No es una correlación tan sencilla, pero cualquier elemento que influya para normalizar la violencia debe tomarse en cuenta. La Asociación Americana de Psicología concluyó, luego de revisar varios casos en 2015, que “el uso de videojuegos violentos está relacionado con una mayor agresividad de los jugadores”.

¿Hará algo la millonaria industria de los videojuegos al respecto?

@PaolaRojas
",Menores armados
"
De acuerdo con los Centros para el Control y la Prevención de Enfermedades (CDC) en Estados Unidos, las personas nacidas entre 1970 y 1989 deben vacunarse de nuevo contra el sarampión. 

La razón por la cual deben hacerlo nuevamente a pesar de tener todas sus vacunas es porque la vacuna del sarampión que se aplicaba hace unos años no era tan efectiva como la de ahora, pues se realizaba con virus muertos y no inactivos.

La otra razón es que en ese tiempo sólo se aplicaba una dosis,y actualmente deben aplicarse dos con el fin de obtener mayor protección.

“Una dosis de vacuna que contiene sarampión administrada a la edad ≥12 meses fue aproximadamente 94% efectiva en la prevención del sarampión (rango: 39% –98%) en estudios realizados en la Región de las Américas de la OMS (141, 142 ). Los brotes de sarampión en poblaciones que han recibido dos dosis de la vacuna que contiene sarampión son poco comunes. La efectividad de dos dosis de la vacuna que contiene sarampión fue ≥99% en dos estudios realizados en los Estados Unidos y 67%, 85% –≥94% y 100% en tres estudios en Canadá”.

Esta medida de aplicar dos dosis, una a partir de los 12 meses y la otra a los 6 años de edad, surgió debido a los brotes de sarampión reportados en 1989 en Estados Unidos, por el Comité Asesor sobre Prácticas de Inmunización (ACIP), y la Academia Estadounidense de Médicos de Familia (AAFP). 

La vacuna actual es triple viral la cual como su nombre lo dice, ofrece protección contra tres enfermedades que son sarampión, paperas y rubéola.

Dichas vacunas son seguras y gratuitas, además es un requisito que deben tener las personas que viajan constantemente, pues los casos registrados en México son a causa de importación. 

La última epidemia de sarampión que ocurrió en México se registró de 1989 a 1990 y se reportaron 89 mil 163 casos, en el periodo de 2000 a 2019 se han identificado 185 casos importados o asociados a importación, incluidos los cinco casos identificados por el Sistema Nacional de Vigilancia Epidemiológica (SINAVE). 

Los lugares en donde se han registrado casos de sarampión de 2018 a 2019 son Baja California, Veracruz, Nuevo León, Quintana Roo y el Estado de México. 

Las recomendación que emite la Secretaría de Salud a través del aviso es que si vas a visitar alguno de los lugares ya mencionados en donde existen casos de sarampión, apliques la vacuna 14 días antes de viajar debido a que es el tiempo que tarda en crear anticuerpos. 

Desde el mes de abril del presente año, la Secretaría de Salud a través de la Unidad de Inteligencia Epidemiológica y Sanitaria (UIES), emitió un aviso preventivo para viajeros en donde da a conocer los países que presentan casos de sarampión los cuales son: Argentina, Bahamas, Brasil, Canadá, Chile, Colombia, Costa Rica, Estados Unidos, y Venezuela.

El sarampión es una infección causada por un virus altamente contagioso en todas las edades, entre sus síntomas están fiebre alta, enrojecimiento de ojos, congestión nasal, tos, pequeños puntos blancos abultados dentro de la boca y manchas rojas que inician en la cara y se extienden a todo el cuerpo, de acuerdo con el aviso. 

Las complicaciones pueden provocar un daño neurológico irreversible e incluso la muerte, por ello es importante estar protegido contra la enfermedad. 

La vacuna no se puede aplicar a mujeres embarazadas, sin embargo, los viajeros que quieran visitar alguno de estos lugares y que además hayan nacido entre 1970 y 1989 deben aplicarse la vacuna, ya que los casos de sarampión presentes en el país son por importación. 
  
",
